     59.0000      0.0000        700.0     
     59.0000      0.1047        61.88     
     59.0000      0.2094        76.97     
     59.0000      0.3142        1535.     
     59.0000      0.4189        246.6     
     59.0000      0.5236        7459.     
     59.0000      0.6283        265.3     
     59.0000      0.7330        571.7     
     59.0000      0.8378        70.89     
     59.0000      0.9425        40.29     
     59.0000      1.0472        8.468     
     59.0000      1.1519        6.130     
     59.0000      1.2566        6.497     
     59.0000      1.3614        5.572     
     59.0000      1.4661        1.727     
     59.0000      1.5708        1.020     
     59.0000      1.6755        1.856     
     59.0000      1.7802       0.8811     
     59.0000      1.8850       0.1261     
     59.0000      1.9897       0.4030     
     59.0000      2.0944       0.1071     
     59.0000      2.1991       0.2040     
     59.0000      2.3038       0.2567     
     59.0000      2.4086       0.5295E-001
     59.0000      2.5133       0.1426     
     59.0000      2.6180       0.2077E-001
     59.0000      2.7227       0.3901E-001
     59.0000      2.8274       0.1124E-001
     59.0000      2.9322       0.1997E-001
     59.0000      3.0369       0.9095E-002
     59.0000      3.1416       0.1187E-001
     59.0000      3.2463       0.8725E-002
     59.0000      3.3510       0.5904E-002
     59.0000      3.4558       0.6500E-002
     59.0000      3.5605       0.2403E-002
     59.0000      3.6652       0.3532E-002
     59.0000      3.7699       0.1756E-002
     59.0000      3.8746       0.1508E-002
     59.0000      3.9794       0.1541E-002
     59.0000      4.0841       0.1018E-002
     59.0000      4.1888       0.1356E-002
     59.0000      4.2935       0.9092E-003
     59.0000      4.3982       0.4830E-003
     59.0000      4.5029       0.1845E-003
     59.0000      4.6077       0.9750E-004
     59.0000      4.7124       0.7679E-004
     59.0000      4.8171       0.4086E-004
     59.0000      4.9218       0.3432E-004
     59.0000      5.0265       0.2803E-004
     59.0000      5.1313       0.1810E-004
     59.0000      5.2360       0.2309E-004
     59.0000      5.3407       0.7399E-005
     59.0000      5.4454       0.1039E-004
     59.0000      5.5501       0.2846E-005
     59.0000      5.6549       0.2671E-005
     59.0000      5.7596       0.4004E-005
     59.0000      5.8643       0.2656E-005
     59.0000      5.9690       0.1400E-005
     59.0000      6.0737       0.2096E-005
     59.0000      6.1785       0.1502E-005
     59.0000      6.2832       0.8064E-006
     59.0000      6.3879       0.9754E-006
     59.0000      6.4926       0.2280E-006
     59.0000      6.5973       0.1727E-006
     59.0000     -6.7021       0.2306E-006
     59.0000     -6.5973       0.2680E-006
     59.0000     -6.4926       0.2227E-006
     59.0000     -6.3879       0.6483E-006
     59.0000     -6.2832       0.9870E-006
     59.0000     -6.1785       0.1037E-005
     59.0000     -6.0737       0.2181E-005
     59.0000     -5.9690       0.8795E-006
     59.0000     -5.8643       0.3621E-005
     59.0000     -5.7596       0.3074E-005
     59.0000     -5.6549       0.2459E-005
     59.0000     -5.5501       0.5126E-005
     59.0000     -5.4454       0.7418E-005
     59.0000     -5.3407       0.5518E-005
     59.0000     -5.2360       0.2511E-004
     59.0000     -5.1313       0.1212E-004
     59.0000     -5.0265       0.2530E-004
     59.0000     -4.9218       0.3624E-004
     59.0000     -4.8171       0.2137E-004
     59.0000     -4.7124       0.7428E-004
     59.0000     -4.6077       0.1160E-003
     59.0000     -4.5029       0.1998E-003
     59.0000     -4.3982       0.8378E-003
     59.0000     -4.2935       0.9709E-003
     59.0000     -4.1888       0.2419E-002
     59.0000     -4.0841       0.1636E-002
     59.0000     -3.9794       0.2140E-002
     59.0000     -3.8746       0.1934E-002
     59.0000     -3.7699       0.2642E-002
     59.0000     -3.6652       0.3848E-002
     59.0000     -3.5605       0.3131E-002
     59.0000     -3.4558       0.4271E-002
     59.0000     -3.3510       0.6283E-002
     59.0000     -3.2463       0.9977E-002
     59.0000     -3.1416       0.9848E-002
     59.0000     -3.0369       0.1203E-001
     59.0000     -2.9322       0.1819E-001
     59.0000     -2.8274       0.8746E-002
     59.0000     -2.7227       0.3398E-001
     59.0000     -2.6180       0.2044E-001
     59.0000     -2.5133       0.1343     
     59.0000     -2.4086       0.1191     
     59.0000     -2.3038       0.1553     
     59.0000     -2.1991       0.2994     
     59.0000     -2.0944       0.1578     
     59.0000     -1.9897       0.3117     
     59.0000     -1.8850       0.2610     
     59.0000     -1.7802       0.4360     
     59.0000     -1.6755        1.870     
     59.0000     -1.5708        1.145     
     59.0000     -1.4661        1.844     
     59.0000     -1.3614        5.429     
     59.0000     -1.2566        8.026     
     59.0000     -1.1519        4.988     
     59.0000     -1.0472        5.754     
     59.0000     -0.9425        39.68     
     59.0000     -0.8378        53.64     
     59.0000     -0.7330        620.1     
     59.0000     -0.6283        200.0     
     59.0000     -0.5236        7493.     
     59.0000     -0.4189        375.0     
     59.0000     -0.3142        1357.     
     59.0000     -0.2094        106.9     
     59.0000     -0.1047        70.64     
