,t,px,psi_px
27776,107.0,-13.4041,1.985e-15
41856,162.0,-13.4041,2.298e-11
15232,58.0,-13.4041,2.174e-16
36480,141.0,-13.4041,1.086e-12
8576,32.0,-13.4041,1.029e-16
42624,165.0,-13.4041,3.566e-11
34944,135.0,-13.4041,1.859e-13
3968,14.0,-13.4041,7.18e-17
7808,29.0,-13.4041,9.594e-17
16768,64.0,-13.4041,2.557e-16
26752,103.0,-13.4041,1.515e-15
24960,96.0,-13.4041,1.238e-15
21376,82.0,-13.4041,6.36e-16
50048,194.0,-13.4041,1.09e-09
43392,168.0,-13.4041,4.228e-11
4736,17.0,-13.4041,7.549e-17
35712,138.0,-13.4041,5.47e-13
16000,61.0,-13.4041,2.365e-16
23168,89.0,-13.4041,8.847e-16
9856,37.0,-13.4041,1.178e-16
1664,5.0,-13.4041,6.32e-17
47744,185.0,-13.4041,3.084e-10
8832,33.0,-13.4041,1.056e-16
24704,95.0,-13.4041,1.179e-15
29824,115.0,-13.4041,3.69e-15
42880,166.0,-13.4041,3.789e-11
10880,41.0,-13.4041,1.301e-16
40832,158.0,-13.4041,1.276e-11
15744,60.0,-13.4041,2.236e-16
6784,25.0,-13.4041,8.789e-17
9088,34.0,-13.4041,1.086e-16
21888,84.0,-13.4041,7.191e-16
640,1.0,-13.4041,6.018e-17
14464,55.0,-13.4041,1.914e-16
35968,139.0,-13.4041,7.078e-13
2944,10.0,-13.4041,6.77e-17
32640,126.0,-13.4041,1.328e-14
19072,73.0,-13.4041,3.93e-16
31104,120.0,-13.4041,5.227e-15
20608,79.0,-13.4041,5.542e-16
48768,189.0,-13.4041,4.547e-10
37248,144.0,-13.4041,1.929e-12
29312,113.0,-13.4041,2.978e-15
13440,51.0,-13.4041,1.71e-16
7296,27.0,-13.4041,9.174e-17
25216,97.0,-13.4041,1.218e-15
17536,67.0,-13.4041,3.053e-16
34176,132.0,-13.4041,8.014e-14
17280,66.0,-13.4041,2.789e-16
36992,143.0,-13.4041,1.619e-12
17024,65.0,-13.4041,2.703e-16
30848,119.0,-13.4041,4.526e-15
41600,161.0,-13.4041,1.922e-11
28544,110.0,-13.4041,2.442e-15
14720,56.0,-13.4041,1.976e-16
49024,190.0,-13.4041,5.289e-10
38016,147.0,-13.4041,3.274e-12
26240,101.0,-13.4041,1.408e-15
30336,117.0,-13.4041,3.808e-15
39552,153.0,-13.4041,6.638e-12
12160,46.0,-13.4041,1.481e-16
44928,174.0,-13.4041,9.54e-11
36224,140.0,-13.4041,8.704e-13
35200,136.0,-13.4041,2.996e-13
38272,148.0,-13.4041,3.945e-12
49792,193.0,-13.4041,8.595e-10
1920,6.0,-13.4041,6.402e-17
22144,85.0,-13.4041,7.788e-16
384,0.0,-13.4041,5.948e-17
19584,75.0,-13.4041,4.485e-16
51328,199.0,-13.4041,1.683e-09
18816,72.0,-13.4041,3.718e-16
32896,127.0,-13.4041,1.655e-14
34688,134.0,-13.4041,1.402e-13
18560,71.0,-13.4041,3.596e-16
26496,102.0,-13.4041,1.445e-15
32128,124.0,-13.4041,8.645e-15
43136,167.0,-13.4041,4.014e-11
10624,40.0,-13.4041,1.267e-16
41088,159.0,-13.4041,1.454e-11
33152,128.0,-13.4041,2.174e-14
29568,114.0,-13.4041,3.257e-15
34432,133.0,-13.4041,1.172e-13
4992,18.0,-13.4041,7.695e-17
44416,172.0,-13.4041,6.962e-11
46208,179.0,-13.4041,1.674e-10
15488,59.0,-13.4041,2.195e-16
27008,104.0,-13.4041,1.554e-15
28288,109.0,-13.4041,2.249e-15
50560,196.0,-13.4041,1.213e-09
28032,108.0,-13.4041,2.111e-15
44672,173.0,-13.4041,8.839e-11
33408,129.0,-13.4041,2.693e-14
47232,183.0,-13.4041,2.817e-10
18304,70.0,-13.4041,3.404e-16
38528,149.0,-13.4041,4.737e-12
29056,112.0,-13.4041,2.714e-15
1152,3.0,-13.4041,6.164e-17
5760,21.0,-13.4041,8.12e-17
11648,44.0,-13.4041,1.429e-16
11392,43.0,-13.4041,1.392e-16
40320,156.0,-13.4041,9.896e-12
38784,150.0,-13.4041,4.689e-12
13184,50.0,-13.4041,1.659e-16
12928,49.0,-13.4041,1.613e-16
6016,22.0,-13.4041,8.261e-17
13952,53.0,-13.4041,1.802e-16
40064,155.0,-13.4041,9.268e-12
27520,106.0,-13.4041,1.884e-15
5504,20.0,-13.4041,7.971e-17
45440,176.0,-13.4041,1.192e-10
42368,164.0,-13.4041,3.094e-11
30592,118.0,-13.4041,4.06e-15
31360,121.0,-13.4041,5.977e-15
20352,78.0,-13.4041,5.08e-16
39296,152.0,-13.4041,6.076e-12
12416,47.0,-13.4041,1.535e-16
9344,35.0,-13.4041,1.114e-16
23680,91.0,-13.4041,1.013e-15
21120,81.0,-13.4041,6.098e-16
23936,92.0,-13.4041,1.083e-15
14208,54.0,-13.4041,1.845e-16
6528,24.0,-13.4041,8.615e-17
25728,99.0,-13.4041,1.338e-15
16256,62.0,-13.4041,2.43e-16
35456,137.0,-13.4041,3.749e-13
45184,175.0,-13.4041,1.073e-10
4480,16.0,-13.4041,7.425e-17
43648,169.0,-13.4041,5.068e-11
37504,145.0,-13.4041,2.289e-12
48000,186.0,-13.4041,3.294e-10
45696,177.0,-13.4041,1.345e-10
50304,195.0,-13.4041,1.161e-09
22400,86.0,-13.4041,8.077e-16
2176,7.0,-13.4041,6.489e-17
17792,68.0,-13.4041,3.05e-16
33920,131.0,-13.4041,5.636e-14
27264,105.0,-13.4041,1.71e-15
39808,154.0,-13.4041,7.368e-12
11904,45.0,-13.4041,1.456e-16
11136,42.0,-13.4041,1.358e-16
46464,180.0,-13.4041,1.934e-10
40576,157.0,-13.4041,1.178e-11
46976,182.0,-13.4041,2.425e-10
5248,19.0,-13.4041,7.811e-17
23424,90.0,-13.4041,9.48e-16
39040,151.0,-13.4041,5.796e-12
12672,48.0,-13.4041,1.578e-16
43904,170.0,-13.4041,5.418e-11
19840,76.0,-13.4041,4.578e-16
31872,123.0,-13.4041,7.601e-15
24448,94.0,-13.4041,1.117e-15
48256,187.0,-13.4041,3.552e-10
49536,192.0,-13.4041,7.068e-10
50816,197.0,-13.4041,1.263e-09
24192,93.0,-13.4041,1.026e-15
37760,146.0,-13.4041,2.415e-12
22656,87.0,-13.4041,8.115e-16
20096,77.0,-13.4041,4.736e-16
31616,122.0,-13.4041,6.833e-15
1408,4.0,-13.4041,6.241e-17
3712,13.0,-13.4041,7.076e-17
8064,30.0,-13.4041,9.828e-17
42112,163.0,-13.4041,2.887e-11
8320,31.0,-13.4041,1.005e-16
7552,28.0,-13.4041,9.399e-17
33664,130.0,-13.4041,3.51e-14
7040,26.0,-13.4041,8.999e-17
30080,116.0,-13.4041,3.882e-15
18048,69.0,-13.4041,3.259e-16
44160,171.0,-13.4041,6.133e-11
896,2.0,-13.4041,6.091e-17
9600,36.0,-13.4041,1.146e-16
3456,12.0,-13.4041,6.97e-17
10112,38.0,-13.4041,1.212e-16
25472,98.0,-13.4041,1.272e-15
51072,198.0,-13.4041,1.529e-09
3200,11.0,-13.4041,6.868e-17
22912,88.0,-13.4041,8.441e-16
51584,200.0,-13.4041,1.852e-09
13696,52.0,-13.4041,1.769e-16
45952,178.0,-13.4041,1.615e-10
14976,57.0,-13.4041,2.064e-16
20864,80.0,-13.4041,5.673e-16
32384,125.0,-13.4041,1.025e-14
21632,83.0,-13.4041,6.834e-16
47488,184.0,-13.4041,2.693e-10
6272,23.0,-13.4041,8.461e-17
16512,63.0,-13.4041,2.534e-16
19328,74.0,-13.4041,4.285e-16
36736,142.0,-13.4041,1.35e-12
2688,9.0,-13.4041,6.668e-17
49280,191.0,-13.4041,5.794e-10
2432,8.0,-13.4041,6.578e-17
128,0.0,-13.4041,5.948e-17
28800,111.0,-13.4041,2.608e-15
41344,160.0,-13.4041,1.682e-11
25984,100.0,-13.4041,1.376e-15
46720,181.0,-13.4041,2.302e-10
4224,15.0,-13.4041,7.311e-17
10368,39.0,-13.4041,1.231e-16
48512,188.0,-13.4041,4.157e-10
29825,115.0,-13.2994,1.508e-15
19841,76.0,-13.2994,2.257e-16
41345,160.0,-13.2994,1.93e-11
5249,19.0,-13.2994,1.875e-17
12673,48.0,-13.2994,5.919e-17
23425,90.0,-13.2994,4.154e-16
39041,151.0,-13.2994,5.635e-12
46977,182.0,-13.2994,2.104e-10
35969,139.0,-13.2994,7.368e-13
43905,170.0,-13.2994,6.694e-11
32641,126.0,-13.2994,7.635e-15
24449,94.0,-13.2994,4.797e-16
2945,10.0,-13.2994,1.339e-17
14465,55.0,-13.2994,8.827e-17
51073,198.0,-13.2994,9.592e-10
641,1.0,-13.2994,9.648e-18
9089,34.0,-13.2994,3.401e-17
37249,144.0,-13.2994,2.057e-12
6785,25.0,-13.2994,2.372e-17
15745,60.0,-13.2994,1.101e-16
40833,158.0,-13.2994,1.722e-11
10881,41.0,-13.2994,4.476e-17
22913,88.0,-13.2994,3.757e-16
42881,166.0,-13.2994,4.403e-11
10369,39.0,-13.2994,4.187e-17
24705,95.0,-13.2994,4.861e-16
28289,109.0,-13.2994,1.088e-15
27009,104.0,-13.2994,8.565e-16
29313,113.0,-13.2994,1.369e-15
32385,125.0,-13.2994,6.061e-15
19329,74.0,-13.2994,2.047e-16
16769,64.0,-13.2994,1.331e-16
31105,120.0,-13.2994,2.61e-15
16001,61.0,-13.2994,1.152e-16
23169,89.0,-13.2994,3.972e-16
129,0.0,-13.2994,9.299e-18
13441,51.0,-13.2994,7.098e-17
1665,5.0,-13.2994,1.116e-17
35201,136.0,-13.2994,3.358e-13
7297,27.0,-13.2994,2.59e-17
10625,40.0,-13.2994,4.366e-17
22145,85.0,-13.2994,3.535e-16
36481,141.0,-13.2994,1.365e-12
19585,75.0,-13.2994,2.133e-16
18561,71.0,-13.2994,1.85e-16
18817,72.0,-13.2994,1.883e-16
385,0.0,-13.2994,9.299e-18
51329,199.0,-13.2994,1.143e-09
46721,181.0,-13.2994,1.723e-10
34689,134.0,-13.2994,1.791e-13
47489,184.0,-13.2994,2.958e-10
35713,138.0,-13.2994,5.596e-13
4737,17.0,-13.2994,1.75e-17
43393,168.0,-13.2994,5.418e-11
20609,79.0,-13.2994,2.533e-16
48769,189.0,-13.2994,4.277e-10
47745,185.0,-13.2994,3.32e-10
40577,157.0,-13.2994,1.453e-11
41857,162.0,-13.2994,2.272e-11
15233,58.0,-13.2994,1.019e-16
8577,32.0,-13.2994,3.144e-17
42625,165.0,-13.2994,4.064e-11
19073,73.0,-13.2994,1.974e-16
34945,135.0,-13.2994,2.577e-13
21889,84.0,-13.2994,3.216e-16
7809,29.0,-13.2994,2.783e-17
26753,103.0,-13.2994,8.207e-16
9857,37.0,-13.2994,3.867e-17
21377,82.0,-13.2994,2.992e-16
24961,96.0,-13.2994,5.258e-16
50049,194.0,-13.2994,6.665e-10
51585,200.0,-13.2994,1.203e-09
3969,14.0,-13.2994,1.546e-17
11137,42.0,-13.2994,4.541e-17
31873,123.0,-13.2994,4.014e-15
39809,154.0,-13.2994,9.542e-12
5505,20.0,-13.2994,1.949e-17
1153,3.0,-13.2994,1.038e-17
23937,92.0,-13.2994,4.478e-16
50561,196.0,-13.2994,1.037e-09
28033,108.0,-13.2994,1.057e-15
35457,137.0,-13.2994,4.523e-13
44673,173.0,-13.2994,9.91e-11
33409,129.0,-13.2994,2.319e-14
45441,176.0,-13.2994,1.07e-10
47233,183.0,-13.2994,2.409e-10
29057,112.0,-13.2994,1.319e-15
5761,21.0,-13.2994,2.02e-17
40065,155.0,-13.2994,1.206e-11
20865,80.0,-13.2994,2.639e-16
11649,44.0,-13.2994,4.909e-17
11393,43.0,-13.2994,4.676e-17
40321,156.0,-13.2994,1.376e-11
18305,70.0,-13.2994,1.806e-16
38529,149.0,-13.2994,4.133e-12
6017,22.0,-13.2994,2.094e-17
21121,81.0,-13.2994,2.814e-16
4481,16.0,-13.2994,1.675e-17
42369,164.0,-13.2994,3.391e-11
25985,100.0,-13.2994,6.485e-16
31361,121.0,-13.2994,2.807e-15
20353,78.0,-13.2994,2.398e-16
39297,152.0,-13.2994,5.837e-12
12417,47.0,-13.2994,5.628e-17
27777,107.0,-13.2994,9.932e-16
9345,35.0,-13.2994,3.545e-17
16513,63.0,-13.2994,1.205e-16
23681,91.0,-13.2994,4.364e-16
37505,145.0,-13.2994,2.412e-12
48513,188.0,-13.2994,3.86e-10
14209,54.0,-13.2994,8.492e-17
6529,24.0,-13.2994,2.283e-17
16257,62.0,-13.2994,1.17e-16
43649,169.0,-13.2994,5.834e-11
45185,175.0,-13.2994,1.038e-10
2433,8.0,-13.2994,1.244e-17
38785,150.0,-13.2994,4.921e-12
13953,53.0,-13.2994,7.934e-17
13185,50.0,-13.2994,6.641e-17
27521,106.0,-13.2994,9.426e-16
49537,192.0,-13.2994,5.14e-10
897,2.0,-13.2994,1.002e-17
3457,12.0,-13.2994,1.438e-17
50817,197.0,-13.2994,1.049e-09
12929,49.0,-13.2994,6.277e-17
4225,15.0,-13.2994,1.604e-17
48257,187.0,-13.2994,3.817e-10
46465,180.0,-13.2994,1.374e-10
44161,171.0,-13.2994,8.04e-11
9601,36.0,-13.2994,3.698e-17
2177,7.0,-13.2994,1.199e-17
7041,26.0,-13.2994,2.465e-17
17793,68.0,-13.2994,1.668e-16
21633,83.0,-13.2994,3.133e-16
3201,11.0,-13.2994,1.388e-17
33921,131.0,-13.2994,4.698e-14
15489,59.0,-13.2994,1.067e-16
27265,105.0,-13.2994,8.924e-16
22401,86.0,-13.2994,3.714e-16
18049,69.0,-13.2994,1.699e-16
28801,111.0,-13.2994,1.243e-15
33665,130.0,-13.2994,3.667e-14
2689,9.0,-13.2994,1.289e-17
48001,186.0,-13.2994,3.635e-10
25729,99.0,-13.2994,6.043e-16
45697,177.0,-13.2994,1.204e-10
50305,195.0,-13.2994,8.871e-10
24193,93.0,-13.2994,4.652e-16
37761,146.0,-13.2994,2.908e-12
49281,191.0,-13.2994,4.959e-10
22657,87.0,-13.2994,3.802e-16
20097,77.0,-13.2994,2.322e-16
31617,122.0,-13.2994,3.142e-15
1409,4.0,-13.2994,1.075e-17
6273,23.0,-13.2994,2.187e-17
3713,13.0,-13.2994,1.492e-17
8065,30.0,-13.2994,2.893e-17
42113,163.0,-13.2994,2.665e-11
8321,31.0,-13.2994,3.022e-17
7553,28.0,-13.2994,2.691e-17
30081,116.0,-13.2994,1.564e-15
11905,45.0,-13.2994,5.167e-17
32129,124.0,-13.2994,5.087e-15
30593,118.0,-13.2994,1.881e-15
44417,172.0,-13.2994,8.785e-11
38273,148.0,-13.2994,3.419e-12
49793,193.0,-13.2994,5.697e-10
33153,128.0,-13.2994,1.398e-14
12161,46.0,-13.2994,5.416e-17
36737,142.0,-13.2994,1.633e-12
30849,119.0,-13.2994,2.199e-15
36225,140.0,-13.2994,9.977e-13
29569,114.0,-13.2994,1.437e-15
45953,178.0,-13.2994,1.115e-10
30337,117.0,-13.2994,1.693e-15
17025,65.0,-13.2994,1.387e-16
1921,6.0,-13.2994,1.157e-17
43137,167.0,-13.2994,5.086e-11
39553,153.0,-13.2994,7.432e-12
44929,174.0,-13.2994,1.017e-10
13697,52.0,-13.2994,7.543e-17
34177,132.0,-13.2994,8.043e-14
8833,33.0,-13.2994,3.262e-17
26497,102.0,-13.2994,7.464e-16
41089,159.0,-13.2994,1.961e-11
14721,56.0,-13.2994,9.149e-17
36993,143.0,-13.2994,1.857e-12
26241,101.0,-13.2994,6.914e-16
38017,147.0,-13.2994,3.247e-12
41601,161.0,-13.2994,1.948e-11
17281,66.0,-13.2994,1.512e-16
14977,57.0,-13.2994,9.604e-17
25217,97.0,-13.2994,5.699e-16
4993,18.0,-13.2994,1.809e-17
17537,67.0,-13.2994,1.616e-16
28545,110.0,-13.2994,1.164e-15
25473,98.0,-13.2994,6.023e-16
32897,127.0,-13.2994,9.843e-15
49025,190.0,-13.2994,4.169e-10
34433,133.0,-13.2994,1.213e-13
10113,38.0,-13.2994,4.065e-17
46209,179.0,-13.2994,1.254e-10
36738,142.0,-13.1947,2.689e-12
20610,79.0,-13.1947,2.892e-16
42626,165.0,-13.1947,4.8e-11
17026,65.0,-13.1947,1.462e-16
31106,120.0,-13.1947,1.976e-13
49026,190.0,-13.1947,6.823e-10
7554,28.0,-13.1947,2.888e-17
27522,106.0,-13.1947,1.998e-14
19330,74.0,-13.1947,2.175e-16
2690,9.0,-13.1947,1.377e-17
13954,53.0,-13.1947,9.951e-17
8834,33.0,-13.1947,3.511e-17
32642,126.0,-13.1947,4.005e-13
3458,12.0,-13.1947,1.546e-17
3970,14.0,-13.1947,1.677e-17
28802,111.0,-13.1947,7.169e-14
33666,130.0,-13.1947,6.462e-13
30082,116.0,-13.1947,1.212e-13
42114,163.0,-13.1947,3.487e-11
24194,93.0,-13.1947,1.185e-15
8066,30.0,-13.1947,3.145e-17
8578,32.0,-13.1947,3.393e-17
30338,117.0,-13.1947,1.353e-13
13186,50.0,-13.1947,8.131e-17
41602,161.0,-13.1947,2.484e-11
36994,143.0,-13.1947,2.996e-12
50306,195.0,-13.1947,1.102e-09
41858,162.0,-13.1947,2.848e-11
45698,177.0,-13.1947,1.402e-10
20098,77.0,-13.1947,2.765e-16
49282,191.0,-13.1947,6.356e-10
21378,82.0,-13.1947,3.715e-16
48770,189.0,-13.1947,6.791e-10
17282,66.0,-13.1947,1.536e-16
47746,185.0,-13.1947,4.05e-10
1410,4.0,-13.1947,1.13e-17
45954,178.0,-13.1947,1.562e-10
30850,119.0,-13.1947,1.749e-13
15234,58.0,-13.1947,1.116e-16
3714,13.0,-13.1947,1.608e-17
25730,99.0,-13.1947,3.374e-15
8322,31.0,-13.1947,3.278e-17
6274,23.0,-13.1947,2.385e-17
48002,186.0,-13.1947,4.624e-10
22658,87.0,-13.1947,4.772e-16
32130,124.0,-13.1947,3.392e-13
26498,102.0,-13.1947,5.313e-15
35970,139.0,-13.1947,2.13e-12
15490,59.0,-13.1947,1.157e-16
27266,105.0,-13.1947,1.646e-14
40834,158.0,-13.1947,2.312e-11
3202,11.0,-13.1947,1.488e-17
38274,148.0,-13.1947,5.897e-12
10882,41.0,-13.1947,5.033e-17
39810,154.0,-13.1947,1.478e-11
11906,45.0,-13.1947,5.796e-17
11138,42.0,-13.1947,5.289e-17
40578,157.0,-13.1947,2.112e-11
29314,113.0,-13.1947,9.513e-14
24450,94.0,-13.1947,1.305e-15
4738,17.0,-13.1947,1.863e-17
13698,52.0,-13.1947,9.132e-17
49794,193.0,-13.1947,8.027e-10
43906,170.0,-13.1947,7.717e-11
25218,97.0,-13.1947,2.221e-15
21634,83.0,-13.1947,3.947e-16
23426,90.0,-13.1947,7.627e-16
39042,151.0,-13.1947,9.8e-12
31874,123.0,-13.1947,3.02e-13
10370,39.0,-13.1947,4.606e-17
27010,104.0,-13.1947,1.023e-14
41346,160.0,-13.1947,2.354e-11
28546,110.0,-13.1947,5.502e-14
5250,19.0,-13.1947,2.026e-17
28290,109.0,-13.1947,4.14e-14
12674,48.0,-13.1947,6.488e-17
29826,115.0,-13.1947,1.152e-13
19842,76.0,-13.1947,2.548e-16
42882,166.0,-13.1947,5.214e-11
15746,60.0,-13.1947,1.235e-16
12930,49.0,-13.1947,7.16e-17
16258,62.0,-13.1947,1.339e-16
44162,171.0,-13.1947,8.624e-11
18050,69.0,-13.1947,1.746e-16
2946,10.0,-13.1947,1.431e-17
49538,192.0,-13.1947,7.004e-10
898,2.0,-13.1947,1.046e-17
14466,55.0,-13.1947,9.873e-17
18306,70.0,-13.1947,1.807e-16
4226,15.0,-13.1947,1.737e-17
34178,132.0,-13.1947,8.738e-13
50818,197.0,-13.1947,1.438e-09
37762,146.0,-13.1947,4.515e-12
31618,122.0,-13.1947,2.416e-13
51074,198.0,-13.1947,1.938e-09
30594,118.0,-13.1947,1.545e-13
32386,125.0,-13.1947,3.953e-13
48258,187.0,-13.1947,5.041e-10
24706,95.0,-13.1947,1.499e-15
22914,88.0,-13.1947,5.155e-16
33922,131.0,-13.1947,7.537e-13
17794,68.0,-13.1947,1.58e-16
7042,26.0,-13.1947,2.685e-17
2178,7.0,-13.1947,1.273e-17
37250,144.0,-13.1947,3.439e-12
16770,64.0,-13.1947,1.358e-16
22402,86.0,-13.1947,4.983e-16
43394,168.0,-13.1947,6.479e-11
9602,36.0,-13.1947,3.943e-17
44930,174.0,-13.1947,1.149e-10
46466,180.0,-13.1947,2.179e-10
642,1.0,-13.1947,1.003e-17
44418,172.0,-13.1947,9.487e-11
9090,34.0,-13.1947,3.666e-17
11650,44.0,-13.1947,5.841e-17
19074,73.0,-13.1947,1.932e-16
17538,67.0,-13.1947,1.557e-16
12418,47.0,-13.1947,6.161e-17
1154,3.0,-13.1947,1.087e-17
16514,63.0,-13.1947,1.389e-16
13442,51.0,-13.1947,8.574e-17
23938,92.0,-13.1947,1.045e-15
23170,89.0,-13.1947,6.253e-16
19586,75.0,-13.1947,2.315e-16
26242,101.0,-13.1947,4.738e-15
50562,196.0,-13.1947,1.158e-09
20354,78.0,-13.1947,2.906e-16
16002,61.0,-13.1947,1.334e-16
4994,18.0,-13.1947,1.945e-17
28034,108.0,-13.1947,3.268e-14
18818,72.0,-13.1947,1.839e-16
43138,167.0,-13.1947,5.986e-11
46210,179.0,-13.1947,1.927e-10
48514,188.0,-13.1947,6.271e-10
5762,21.0,-13.1947,2.185e-17
1922,6.0,-13.1947,1.223e-17
39298,152.0,-13.1947,1.15e-11
44674,173.0,-13.1947,1.047e-10
6786,25.0,-13.1947,2.604e-17
51586,200.0,-13.1947,2.157e-09
130,0.0,-13.1947,9.629e-18
33410,129.0,-13.1947,5.753e-13
41090,159.0,-13.1947,2.297e-11
27778,107.0,-13.1947,2.556e-14
37506,145.0,-13.1947,3.859e-12
36226,140.0,-13.1947,2.325e-12
14210,54.0,-13.1947,1.045e-16
10626,40.0,-13.1947,4.775e-17
6530,24.0,-13.1947,2.496e-17
46978,182.0,-13.1947,2.598e-10
43650,169.0,-13.1947,6.671e-11
7298,27.0,-13.1947,2.771e-17
39554,153.0,-13.1947,1.332e-11
2434,8.0,-13.1947,1.326e-17
34434,133.0,-13.1947,9.911e-13
9346,35.0,-13.1947,3.801e-17
45186,175.0,-13.1947,1.2e-10
18562,71.0,-13.1947,1.81e-16
22146,85.0,-13.1947,4.645e-16
35202,136.0,-13.1947,1.319e-12
14722,56.0,-13.1947,9.359e-17
21122,81.0,-13.1947,3.561e-16
45442,176.0,-13.1947,1.355e-10
23682,91.0,-13.1947,9.352e-16
5506,20.0,-13.1947,2.114e-17
12162,46.0,-13.1947,5.975e-17
4482,16.0,-13.1947,1.796e-17
1666,5.0,-13.1947,1.176e-17
50050,194.0,-13.1947,9.02e-10
10114,38.0,-13.1947,4.382e-17
47234,183.0,-13.1947,2.618e-10
34690,134.0,-13.1947,1.103e-12
33154,128.0,-13.1947,5.008e-13
11394,43.0,-13.1947,5.644e-17
38018,147.0,-13.1947,5.336e-12
31362,121.0,-13.1947,2.109e-13
26754,103.0,-13.1947,6.85e-15
20866,80.0,-13.1947,3.253e-16
40066,155.0,-13.1947,1.499e-11
51330,199.0,-13.1947,2.162e-09
25474,98.0,-13.1947,2.578e-15
38786,150.0,-13.1947,8.299e-12
36482,141.0,-13.1947,2.534e-12
35458,137.0,-13.1947,1.514e-12
9858,37.0,-13.1947,4.124e-17
29570,114.0,-13.1947,1.124e-13
6018,22.0,-13.1947,2.275e-17
35714,138.0,-13.1947,1.946e-12
14978,57.0,-13.1947,1.026e-16
34946,135.0,-13.1947,1.207e-12
46722,181.0,-13.1947,2.487e-10
38530,149.0,-13.1947,7.25e-12
40322,156.0,-13.1947,1.881e-11
386,0.0,-13.1947,9.629e-18
21890,84.0,-13.1947,4.415e-16
24962,96.0,-13.1947,1.824e-15
7810,29.0,-13.1947,2.989e-17
25986,100.0,-13.1947,3.54e-15
32898,127.0,-13.1947,4.613e-13
42370,164.0,-13.1947,3.723e-11
47490,184.0,-13.1947,3.245e-10
29058,112.0,-13.1947,9.179e-14
30595,118.0,-13.09,3.771e-13
28547,110.0,-13.09,9.357e-14
2179,7.0,-13.09,2.492e-17
9347,35.0,-13.09,6.086e-17
12931,49.0,-13.09,9.98e-17
19843,76.0,-13.09,3.049e-16
37507,145.0,-13.09,6.741e-12
12675,48.0,-13.09,9.986e-17
44931,174.0,-13.09,1.066e-10
46979,182.0,-13.09,2.538e-10
42371,164.0,-13.09,4.63e-11
5251,19.0,-13.09,3.505e-17
7043,26.0,-13.09,4.331e-17
17795,68.0,-13.09,2.263e-16
48515,188.0,-13.09,5.07e-10
49795,193.0,-13.09,1.064e-09
27779,107.0,-13.09,6.301e-14
23683,91.0,-13.09,2.123e-15
43907,170.0,-13.09,6.773e-11
15491,59.0,-13.09,1.464e-16
39299,152.0,-13.09,1.298e-11
25219,97.0,-13.09,8.433e-15
16515,63.0,-13.09,1.744e-16
25987,100.0,-13.09,1.689e-14
24451,94.0,-13.09,3.778e-15
29827,115.0,-13.09,2.262e-13
45443,176.0,-13.09,1.204e-10
25475,98.0,-13.09,1.038e-14
23427,90.0,-13.09,1.757e-15
40579,157.0,-13.09,2.394e-11
41347,160.0,-13.09,3.284e-11
11139,42.0,-13.09,7.732e-17
12163,46.0,-13.09,9.265e-17
39811,154.0,-13.09,1.53e-11
11907,45.0,-13.09,8.886e-17
20355,78.0,-13.09,3.232e-16
39043,151.0,-13.09,1.173e-11
33923,131.0,-13.09,1.986e-12
21635,83.0,-13.09,4.689e-16
12419,47.0,-13.09,9.739e-17
43651,169.0,-13.09,5.567e-11
31363,121.0,-13.09,5.165e-13
27267,105.0,-13.09,4.526e-14
32131,124.0,-13.09,7.707e-13
3203,11.0,-13.09,2.778e-17
22403,86.0,-13.09,7.166e-16
40323,156.0,-13.09,2.041e-11
9603,36.0,-13.09,6.3e-17
20867,80.0,-13.09,3.653e-16
8323,31.0,-13.09,5.224e-17
41603,161.0,-13.09,3.608e-11
20099,77.0,-13.09,3.127e-16
29059,112.0,-13.09,1.475e-13
2691,9.0,-13.09,2.631e-17
7555,28.0,-13.09,4.728e-17
49283,191.0,-13.09,8.939e-10
35459,137.0,-13.09,3.484e-12
28803,111.0,-13.09,1.129e-13
38531,149.0,-13.09,8.892e-12
47235,183.0,-13.09,2.985e-10
1411,4.0,-13.09,2.308e-17
3715,13.0,-13.09,2.941e-17
44675,173.0,-13.09,8.254e-11
13187,50.0,-13.09,9.717e-17
33411,129.0,-13.09,1.473e-12
24195,93.0,-13.09,3.172e-15
38019,147.0,-13.09,8.151e-12
11651,44.0,-13.09,8.295e-17
18307,70.0,-13.09,2.415e-16
33667,130.0,-13.09,1.797e-12
14979,57.0,-13.09,1.352e-16
13955,53.0,-13.09,1.027e-16
45955,178.0,-13.09,1.62e-10
17283,66.0,-13.09,2.053e-16
27523,106.0,-13.09,4.497e-14
48003,186.0,-13.09,3.531e-10
11395,43.0,-13.09,7.867e-17
50307,195.0,-13.09,1.234e-09
33155,128.0,-13.09,1.213e-12
49027,190.0,-13.09,7.256e-10
45699,177.0,-13.09,1.399e-10
6019,22.0,-13.09,3.819e-17
40067,155.0,-13.09,1.742e-11
22659,87.0,-13.09,9.152e-16
42115,163.0,-13.09,4.073e-11
5763,21.0,-13.09,3.742e-17
14723,56.0,-13.09,1.352e-16
6787,25.0,-13.09,4.217e-17
45187,175.0,-13.09,1.173e-10
50819,197.0,-13.09,1.567e-09
39555,153.0,-13.09,1.414e-11
37763,146.0,-13.09,7.076e-12
2435,8.0,-13.09,2.559e-17
31619,122.0,-13.09,6.383e-13
38787,150.0,-13.09,1.038e-11
48259,187.0,-13.09,3.779e-10
36227,140.0,-13.09,5.3e-12
46467,180.0,-13.09,2.022e-10
6531,24.0,-13.09,4.089e-17
