    -20.0000    9.8201379     
    -19.6875    9.6691402     
    -19.3750    9.3991335     
    -19.0625    8.9330941     
    -18.7500    8.1757448     
    -18.4375    7.0578503     
    -18.1250    5.6217650     
    -17.8125    4.0733340     
    -17.5000    2.6894142     
    -17.1875    1.6451646     
    -16.8750   0.95349465     
    -16.5625   0.53403330     
    -16.2500   0.29312231     
    -15.9375   0.15906392     
    -15.6250   0.85774854E-001
    -15.3125   0.46095722E-001
    -15.0000   0.24726232E-001
    -14.6875   0.13250224E-001
    -14.3750   0.70967040E-002
    -14.0625   0.37998451E-002
    -13.7500   0.20342698E-002
    -13.4375   0.10889691E-002
    -13.1250   0.58291266E-003
    -12.8125   0.31201911E-003
    -12.5000   0.16701422E-003
    -12.1875   0.89396963E-004
    -11.8750   0.47850945E-004
    -11.5625   0.25612822E-004
    -11.2500   0.13709572E-004
    -10.9375   0.73382098E-005
    -10.6250   0.39278620E-005
    -10.3125   0.21024334E-005
    -10.0000   0.11253516E-005
     -9.6875   0.60235735E-006
     -9.3750   0.32241866E-006
     -9.0625   0.17257828E-006
     -8.7500   0.92374496E-007
     -8.4375   0.49444506E-007
     -8.1250   0.26465759E-007
     -7.8125   0.14166367E-007
     -7.5000   0.75856122E-008
     -7.1875   0.40889291E-008
     -6.8750   0.24449422E-008
     -6.5625   0.33872530E-008
     -6.2500   0.17090985E-007
     -5.9375   0.11091441E-006
     -5.6250   0.67361317E-006
     -5.3125   0.37197111E-005
     -5.0000   0.18633317E-004
     -4.6875   0.84658090E-004
     -4.3750   0.34884790E-003
     -4.0625   0.13037439E-002
     -3.7500   0.44191315E-002
     -3.4375   0.13585324E-001
     -3.1250   0.37878387E-001
     -2.8125   0.95785859E-001
     -2.5000   0.21968467     
     -2.1875   0.45696878     
     -1.8750   0.86210812     
     -1.5625    1.4751133     
     -1.2500    2.2891668     
     -0.9375    3.2219436     
     -0.6250    4.1128878     
     -0.3125    4.7617240     
      0.0000    5.0000000     
      0.3125    4.7617240     
      0.6250    4.1128878     
      0.9375    3.2219436     
      1.2500    2.2891668     
      1.5625    1.4751133     
      1.8750   0.86210812     
      2.1875   0.45696878     
      2.5000   0.21968467     
      2.8125   0.95785859E-001
      3.1250   0.37878387E-001
      3.4375   0.13585324E-001
      3.7500   0.44191315E-002
      4.0625   0.13037439E-002
      4.3750   0.34884790E-003
      4.6875   0.84658090E-004
      5.0000   0.18633317E-004
      5.3125   0.37197111E-005
      5.6250   0.67361317E-006
      5.9375   0.11091441E-006
      6.2500   0.17090985E-007
      6.5625   0.33872530E-008
      6.8750   0.24449422E-008
      7.1875   0.40889291E-008
      7.5000   0.75856122E-008
      7.8125   0.14166367E-007
      8.1250   0.26465759E-007
      8.4375   0.49444506E-007
      8.7500   0.92374496E-007
      9.0625   0.17257828E-006
      9.3750   0.32241866E-006
      9.6875   0.60235735E-006
     10.0000   0.11253516E-005
     10.3125   0.21024334E-005
     10.6250   0.39278620E-005
     10.9375   0.73382098E-005
     11.2500   0.13709572E-004
     11.5625   0.25612822E-004
     11.8750   0.47850945E-004
     12.1875   0.89396963E-004
     12.5000   0.16701422E-003
     12.8125   0.31201911E-003
     13.1250   0.58291266E-003
     13.4375   0.10889691E-002
     13.7500   0.20342698E-002
     14.0625   0.37998451E-002
     14.3750   0.70967040E-002
     14.6875   0.13250224E-001
     15.0000   0.24726232E-001
     15.3125   0.46095722E-001
     15.6250   0.85774854E-001
     15.9375   0.15906392     
     16.2500   0.29312231     
     16.5625   0.53403330     
     16.8750   0.95349465     
     17.1875    1.6451646     
     17.5000    2.6894142     
     17.8125    4.0733340     
     18.1250    5.6217650     
     18.4375    7.0578503     
     18.7500    8.1757448     
     19.0625    8.9330941     
     19.3750    9.3991335     
     19.6875    9.6691402     
