    -30.0000    -20.0000      -0.3738          -1.248     
    -30.0000    -19.6875       -4.498          -20.80     
    -30.0000    -19.3750       -1.607           9.561     
    -30.0000    -19.0625       -1.549          0.4237     
    -30.0000    -18.7500       0.1255          -7.509     
    -30.0000    -18.4375        1.213           9.947     
    -30.0000    -18.1250       0.5666          -9.224     
    -30.0000    -17.8125       0.4145          -4.654     
    -30.0000    -17.5000       0.7839          -5.080     
    -30.0000    -17.1875       0.9123          -3.801     
    -30.0000    -16.8750       0.8187          -3.261     
    -30.0000    -16.5625       0.8579          -2.221     
    -30.0000    -16.2500       0.8677          -1.750     
    -30.0000    -15.9375       0.8386          -1.277     
    -30.0000    -15.6250       0.8485         -0.8137     
    -30.0000    -15.3125       0.8462         -0.6283     
    -30.0000    -15.0000       0.8435         -0.4000     
    -30.0000    -14.6875       0.8466         -0.3202     
    -30.0000    -14.3750       0.8472         -0.1600     
    -30.0000    -14.0625       0.8347         -0.1793     
    -30.0000    -13.7500       0.8226         -0.5579E-001
    -30.0000    -13.4375       0.8303         -0.1301E-001
    -30.0000    -13.1250       0.8166         -0.5024E-001
    -30.0000    -12.8125       0.8177          0.3212E-001
    -30.0000    -12.5000       0.8247          0.3947E-001
    -30.0000    -12.1875       0.8386          0.2697E-001
    -30.0000    -11.8750       0.8317          0.1446E-001
    -30.0000    -11.5625       0.8296          0.1011     
    -30.0000    -11.2500       0.8463         -0.1067E-001
    -30.0000    -10.9375       0.8688          0.8962E-001
    -30.0000    -10.6250       0.8900         -0.8326E-002
    -30.0000    -10.3125       0.9152          0.8533E-001
    -30.0000    -10.0000       0.9464          0.4059E-001
    -30.0000     -9.6875       0.9634          0.4850E-001
    -30.0000     -9.3750       0.9888          0.8724E-001
    -30.0000     -9.0625        1.021          0.1008     
    -30.0000     -8.7500        1.055          0.7299E-001
    -30.0000     -8.4375        1.074          0.9466E-001
    -30.0000     -8.1250        1.099          0.8549E-001
    -30.0000     -7.8125        1.118          0.8890E-001
    -30.0000     -7.5000        1.133          0.7776E-001
    -30.0000     -7.1875        1.147          0.4175E-001
    -30.0000     -6.8750        1.162          0.6529E-001
    -30.0000     -6.5625        1.152         -0.4084E-001
    -30.0000     -6.2500        1.184          0.1095     
    -30.0000     -5.9375        1.196         -0.1747E-001
    -30.0000     -5.6250        1.200          0.2817E-001
    -30.0000     -5.3125        1.245          0.9086E-001
    -30.0000     -5.0000        1.290          0.5169E-001
    -30.0000     -4.6875        1.312          0.9498E-002
    -30.0000     -4.3750        1.319          0.4791E-001
    -30.0000     -4.0625        1.294          0.5392E-001
    -30.0000     -3.7500        1.243         -0.3199E-001
    -30.0000     -3.4375        1.158         -0.9688E-001
    -30.0000     -3.1250        1.034         -0.1457     
    -30.0000     -2.8125       0.8850         -0.1828     
    -30.0000     -2.5000       0.7423         -0.1306     
    -30.0000     -2.1875       0.6078         -0.1516     
    -30.0000     -1.8750       0.4755         -0.1631     
    -30.0000     -1.5625       0.3714         -0.1010     
    -30.0000     -1.2500       0.2781         -0.8605E-001
    -30.0000     -0.9375       0.1987         -0.8643E-001
    -30.0000     -0.6250       0.1348         -0.3959E-002
    -30.0000     -0.3125       0.7038E-001    -0.2730E-001
    -30.0000      0.0000       0.3775E-002     0.1953E-002
    -30.0000      0.3125      -0.7433E-001     0.1845E-001
    -30.0000      0.6250      -0.1349          0.6483E-002
    -30.0000      0.9375      -0.1966          0.9154E-001
    -30.0000      1.2500      -0.2785          0.8802E-001
    -30.0000      1.5625      -0.3688          0.1076     
    -30.0000      1.8750      -0.4775          0.1500     
    -30.0000      2.1875      -0.6041          0.1532     
    -30.0000      2.5000      -0.7450          0.1326     
    -30.0000      2.8125      -0.8873          0.1798     
    -30.0000      3.1250       -1.030          0.1529     
    -30.0000      3.4375       -1.159          0.9232E-001
    -30.0000      3.7500       -1.243          0.3335E-001
    -30.0000      4.0625       -1.297         -0.6219E-001
    -30.0000      4.3750       -1.318         -0.3799E-001
    -30.0000      4.6875       -1.314         -0.1060E-001
    -30.0000      5.0000       -1.289         -0.5383E-001
    -30.0000      5.3125       -1.245         -0.8702E-001
    -30.0000      5.6250       -1.198         -0.3181E-001
    -30.0000      5.9375       -1.203          0.2062E-001
    -30.0000      6.2500       -1.178         -0.1116     
    -30.0000      6.5625       -1.157          0.4540E-001
    -30.0000      6.8750       -1.159         -0.7554E-001
    -30.0000      7.1875       -1.147         -0.3263E-001
    -30.0000      7.5000       -1.132         -0.8819E-001
    -30.0000      7.8125       -1.119         -0.7678E-001
    -30.0000      8.1250       -1.095         -0.9587E-001
    -30.0000      8.4375       -1.076         -0.7747E-001
    -30.0000      8.7500       -1.054         -0.9575E-001
    -30.0000      9.0625       -1.024         -0.8482E-001
    -30.0000      9.3750      -0.9905         -0.9225E-001
    -30.0000      9.6875      -0.9627         -0.4259E-001
    -30.0000     10.0000      -0.9461         -0.5280E-001
    -30.0000     10.3125      -0.9145         -0.7675E-001
    -30.0000     10.6250      -0.8905         -0.4953E-002
    -30.0000     10.9375      -0.8677         -0.7267E-001
    -30.0000     11.2500      -0.8504          0.2610E-002
    -30.0000     11.5625      -0.8280         -0.9342E-001
    -30.0000     11.8750      -0.8337         -0.2552E-001
    -30.0000     12.1875      -0.8341         -0.1931E-001
    -30.0000     12.5000      -0.8252         -0.5093E-001
    -30.0000     12.8125      -0.8195         -0.1229E-001
    -30.0000     13.1250      -0.8200          0.3014E-001
    -30.0000     13.4375      -0.8276          0.2742E-001
    -30.0000     13.7500      -0.8269          0.4649E-001
    -30.0000     14.0625      -0.8277          0.1828     
    -30.0000     14.3750      -0.8476          0.1611     
    -30.0000     14.6875      -0.8494          0.3206     
    -30.0000     15.0000      -0.8451          0.3975     
    -30.0000     15.3125      -0.8421          0.6282     
    -30.0000     15.6250      -0.8559          0.8177     
    -30.0000     15.9375      -0.8317           1.286     
    -30.0000     16.2500      -0.8674           1.727     
    -30.0000     16.5625      -0.8491           2.231     
    -30.0000     16.8750      -0.8281           3.228     
    -30.0000     17.1875      -0.8887           3.861     
    -30.0000     17.5000      -0.8489           4.977     
    -30.0000     17.8125      -0.5321           4.971     
    -30.0000     18.1250      -0.4790           8.928     
    -30.0000     18.4375      -0.4248          -5.808     
    -30.0000     18.7500       0.9666E-002      7.975     
    -30.0000     19.0625       0.8975           2.400     
    -30.0000     19.3750        1.848          -6.446     
    -30.0000     19.6875        4.678           28.41     

    -29.7656    -20.0000      -0.3392          -4.415     
    -29.7656    -19.6875       -1.081          -7.876     
    -29.7656    -19.3750      -0.7625           8.465     
    -29.7656    -19.0625      -0.4724         -0.2443     
    -29.7656    -18.7500      -0.5850          -9.137     
    -29.7656    -18.4375        2.468           13.50     
    -29.7656    -18.1250       0.5317          -10.31     
    -29.7656    -17.8125       0.3937          -4.522     
    -29.7656    -17.5000       0.7391          -5.300     
    -29.7656    -17.1875       0.8614          -3.815     
    -29.7656    -16.8750       0.7917          -3.254     
    -29.7656    -16.5625       0.8196          -2.240     
    -29.7656    -16.2500       0.8414          -1.757     
    -29.7656    -15.9375       0.8172          -1.273     
    -29.7656    -15.6250       0.8261         -0.8179     
    -29.7656    -15.3125       0.8281         -0.6431     
    -29.7656    -15.0000       0.8240         -0.3999     
    -29.7656    -14.6875       0.8271         -0.3180     
    -29.7656    -14.3750       0.8320         -0.1561     
    -29.7656    -14.0625       0.8205         -0.1866     
    -29.7656    -13.7500       0.8098         -0.4025E-001
    -29.7656    -13.4375       0.8222          0.7188E-003
    -29.7656    -13.1250       0.8140         -0.4985E-001
    -29.7656    -12.8125       0.8141          0.4401E-001
    -29.7656    -12.5000       0.8236          0.3796E-001
    -29.7656    -12.1875       0.8302          0.3165E-001
    -29.7656    -11.8750       0.8281          0.1755E-001
    -29.7656    -11.5625       0.8258          0.1090     
    -29.7656    -11.2500       0.8420         -0.1386E-001
    -29.7656    -10.9375       0.8589          0.7548E-001
    -29.7656    -10.6250       0.8727         -0.1243E-001
    -29.7656    -10.3125       0.8953          0.7711E-001
