    -30.0000    -20.0000        0.000     
    -30.0000    -18.7500        0.000     
    -30.0000    -17.5000        0.000     
    -30.0000    -16.2500        2.625     
    -30.0000    -15.0000        2.626     
    -30.0000    -13.7500        2.629     
    -30.0000    -12.5000        2.634     
    -30.0000    -11.2500        2.641     
    -30.0000    -10.0000        2.649     
    -30.0000     -8.7500        2.659     
    -30.0000     -7.5000        2.669     
    -30.0000     -6.2500        2.679     
    -30.0000     -5.0000        2.689     
    -30.0000     -3.7500        2.702     
    -30.0000     -2.5000        2.716     
    -30.0000     -1.2500        2.735     
    -30.0000      0.0000        0.000     
    -30.0000      1.2500        2.735     
    -30.0000      2.5000        2.716     
    -30.0000      3.7500        2.702     
    -30.0000      5.0000        2.689     
    -30.0000      6.2500        2.679     
    -30.0000      7.5000        2.669     
    -30.0000      8.7500        2.659     
    -30.0000     10.0000        2.649     
    -30.0000     11.2500        2.641     
    -30.0000     12.5000        2.634     
    -30.0000     13.7500        2.629     
    -30.0000     15.0000        2.626     
    -30.0000     16.2500        2.625     
    -30.0000     17.5000        0.000     
    -30.0000     18.7500        0.000     

    -29.0625    -20.0000        0.000     
    -29.0625    -18.7500        0.000     
    -29.0625    -17.5000        0.000     
    -29.0625    -16.2500        3.117     
    -29.0625    -15.0000        3.117     
    -29.0625    -13.7500        3.120     
    -29.0625    -12.5000        3.125     
    -29.0625    -11.2500        3.132     
    -29.0625    -10.0000        3.140     
    -29.0625     -8.7500        3.150     
    -29.0625     -7.5000        3.159     
    -29.0625     -6.2500        3.170     
    -29.0625     -5.0000        3.180     
    -29.0625     -3.7500        3.192     
    -29.0625     -2.5000        3.207     
    -29.0625     -1.2500        3.213     
    -29.0625      0.0000        0.000     
    -29.0625      1.2500        2.253     
    -29.0625      2.5000        2.225     
    -29.0625      3.7500        2.211     
    -29.0625      5.0000        2.199     
    -29.0625      6.2500        2.188     
    -29.0625      7.5000        2.178     
    -29.0625      8.7500        2.168     
    -29.0625     10.0000        2.159     
    -29.0625     11.2500        2.150     
    -29.0625     12.5000        2.143     
    -29.0625     13.7500        2.138     
    -29.0625     15.0000        2.136     
    -29.0625     16.2500        2.134     
    -29.0625     17.5000        0.000     
    -29.0625     18.7500        0.000     

    -28.1250    -20.0000        0.000     
    -28.1250    -18.7500        0.000     
    -28.1250    -17.5000        0.000     
    -28.1250    -16.2500        3.608     
    -28.1250    -15.0000        3.608     
    -28.1250    -13.7500        3.611     
    -28.1250    -12.5000        3.616     
    -28.1250    -11.2500        3.623     
    -28.1250    -10.0000        3.631     
    -28.1250     -8.7500        3.641     
    -28.1250     -7.5000        3.650     
    -28.1250     -6.2500        3.661     
    -28.1250     -5.0000        3.671     
    -28.1250     -3.7500        3.683     
    -28.1250     -2.5000        3.698     
    -28.1250     -1.2500        3.701     
    -28.1250      0.0000        0.000     
    -28.1250      1.2500        1.763     
    -28.1250      2.5000        1.734     
    -28.1250      3.7500        1.719     
    -28.1250      5.0000        1.708     
    -28.1250      6.2500        1.697     
    -28.1250      7.5000        1.687     
    -28.1250      8.7500        1.677     
    -28.1250     10.0000        1.668     
    -28.1250     11.2500        1.659     
    -28.1250     12.5000        1.652     
    -28.1250     13.7500        1.647     
    -28.1250     15.0000        1.645     
    -28.1250     16.2500        1.643     
    -28.1250     17.5000        0.000     
    -28.1250     18.7500        0.000     

    -27.1875    -20.0000        0.000     
    -27.1875    -18.7500        0.000     
    -27.1875    -17.5000        0.000     
    -27.1875    -16.2500        4.099     
    -27.1875    -15.0000        4.099     
    -27.1875    -13.7500        4.102     
    -27.1875    -12.5000        4.107     
    -27.1875    -11.2500        4.114     
    -27.1875    -10.0000        4.122     
    -27.1875     -8.7500        4.131     
    -27.1875     -7.5000        4.141     
    -27.1875     -6.2500        4.151     
    -27.1875     -5.0000        4.162     
    -27.1875     -3.7500        4.174     
    -27.1875     -2.5000        4.188     
    -27.1875     -1.2500        4.202     
    -27.1875      0.0000        0.000     
    -27.1875      1.2500        1.264     
