    -40.0000    -20.0000        0.000     
    -40.0000    -19.3750        0.000     
    -40.0000    -18.7500        0.000     
    -40.0000    -18.1250        0.000     
    -40.0000    -17.5000        6.066     
    -40.0000    -16.8750        6.040     
    -40.0000    -16.2500        6.027     
    -40.0000    -15.6250        6.014     
    -40.0000    -15.0000        5.993     
    -40.0000    -14.3750        5.963     
    -40.0000    -13.7500        5.926     
    -40.0000    -13.1250        5.885     
    -40.0000    -12.5000        5.841     
    -40.0000    -11.8750        5.808     
    -40.0000    -11.2500        5.783     
    -40.0000    -10.6250        5.773     
    -40.0000    -10.0000        5.775     
    -40.0000     -9.3750        5.786     
    -40.0000     -8.7500        5.791     
    -40.0000     -8.1250        5.800     
    -40.0000     -7.5000        5.802     
    -40.0000     -6.8750        5.795     
    -40.0000     -6.2500        5.794     
    -40.0000     -5.6250        5.792     
    -40.0000     -5.0000        5.793     
    -40.0000     -4.3750        5.805     
    -40.0000     -3.7500        5.815     
    -40.0000     -3.1250        5.829     
    -40.0000     -2.5000        5.846     
    -40.0000     -1.8750        5.853     
    -40.0000     -1.2500        5.860     
    -40.0000     -0.6250        5.863     
    -40.0000      0.0000        5.863     
    -40.0000      0.6250        5.863     
    -40.0000      1.2500        5.861     
    -40.0000      1.8750        5.852     
    -40.0000      2.5000        5.846     
    -40.0000      3.1250        5.829     
    -40.0000      3.7500        5.815     
    -40.0000      4.3750        5.804     
    -40.0000      5.0000        5.793     
    -40.0000      5.6250        5.792     
    -40.0000      6.2500        5.794     
    -40.0000      6.8750        5.796     
    -40.0000      7.5000        5.802     
    -40.0000      8.1250        5.800     
    -40.0000      8.7500        5.791     
    -40.0000      9.3750        5.786     
    -40.0000     10.0000        5.775     
    -40.0000     10.6250        5.773     
    -40.0000     11.2500        5.783     
    -40.0000     11.8750        5.808     
    -40.0000     12.5000        5.841     
    -40.0000     13.1250        5.884     
    -40.0000     13.7500        5.926     
    -40.0000     14.3750        5.963     
    -40.0000     15.0000        5.992     
    -40.0000     15.6250        6.015     
    -40.0000     16.2500        6.029     
    -40.0000     16.8750        6.037     
    -40.0000     17.5000        6.054     
    -40.0000     18.1250        0.000     
    -40.0000     18.7500        0.000     
    -40.0000     19.3750        0.000     

    -39.3750    -20.0000        0.000     
    -39.3750    -19.3750        0.000     
    -39.3750    -18.7500        0.000     
    -39.3750    -18.1250        0.000     
    -39.3750    -17.5000       0.3591E-001
    -39.3750    -16.8750       0.3270E-001
    -39.3750    -16.2500       0.1586E-001
    -39.3750    -15.6250       0.8608E-002
    -39.3750    -15.0000        6.272     
    -39.3750    -14.3750        6.246     
    -39.3750    -13.7500        6.214     
    -39.3750    -13.1250        6.175     
    -39.3750    -12.5000        6.132     
    -39.3750    -11.8750        6.094     
    -39.3750    -11.2500        6.061     
    -39.3750    -10.6250        6.044     
    -39.3750    -10.0000        6.036     
    -39.3750     -9.3750        6.039     
    -39.3750     -8.7500        6.040     
    -39.3750     -8.1250        6.042     
    -39.3750     -7.5000        6.040     
