   0.00000       0.159859       0.156636       0.280640E-02   0.417235E-03
  0.100000       0.159854       0.156631       0.280604E-02   0.417235E-03
  0.200000       0.159849       0.156632       0.280061E-02   0.417235E-03
  0.300000       0.159845       0.156628       0.279883E-02   0.417234E-03
  0.400000       0.159840       0.156625       0.279702E-02   0.417232E-03
  0.500000       0.159835       0.156621       0.279644E-02   0.417229E-03
  0.600000       0.159829       0.156617       0.279570E-02   0.417223E-03
  0.700000       0.159824       0.156612       0.279530E-02   0.417216E-03
  0.800000       0.159819       0.156607       0.279475E-02   0.417205E-03
  0.900000       0.159814       0.156602       0.279463E-02   0.417191E-03
   1.00000       0.159809       0.156596       0.279554E-02   0.417175E-03
   1.10000       0.159804       0.156592       0.279474E-02   0.417154E-03
   1.20000       0.159799       0.156588       0.279388E-02   0.417130E-03
   1.30000       0.159794       0.156581       0.279513E-02   0.417103E-03
   1.40000       0.159789       0.156576       0.279553E-02   0.417070E-03
   1.50000       0.159783       0.156574       0.279177E-02   0.417034E-03
   1.60000       0.159778       0.156569       0.279159E-02   0.416993E-03
   1.70000       0.159773       0.156562       0.279428E-02   0.416947E-03
   1.80000       0.159768       0.156555       0.279598E-02   0.416897E-03
   1.90000       0.159762       0.156548       0.279723E-02   0.416842E-03
   2.00000       0.159757       0.156542       0.279850E-02   0.416782E-03
   2.10000       0.159752       0.156536       0.279840E-02   0.416718E-03
   2.20000       0.159746       0.156533       0.279608E-02   0.416649E-03
   2.30000       0.159741       0.156530       0.279416E-02   0.416576E-03
   2.40000       0.159735       0.156527       0.279182E-02   0.416500E-03
   2.50000       0.159730       0.156523       0.279038E-02   0.416419E-03
   2.60000       0.159724       0.156517       0.279107E-02   0.416335E-03
   2.70000       0.159719       0.156515       0.278771E-02   0.416248E-03
   2.80000       0.159713       0.156507       0.279017E-02   0.416159E-03
   2.90000       0.159708       0.156498       0.279364E-02   0.416066E-03
   3.00000       0.159702       0.156492       0.279422E-02   0.415972E-03
   3.10000       0.159697       0.156486       0.279434E-02   0.415876E-03
   3.20000       0.159691       0.156478       0.279761E-02   0.415779E-03
   3.30000       0.159685       0.156469       0.280025E-02   0.415681E-03
   3.40000       0.159680       0.156460       0.280388E-02   0.415582E-03
   3.50000       0.159674       0.156452       0.280644E-02   0.415482E-03
   3.60000       0.159668       0.156445       0.280758E-02   0.415382E-03
   3.70000       0.159662       0.156439       0.280820E-02   0.415282E-03
   3.80000       0.159657       0.156431       0.281068E-02   0.415183E-03
   3.90000       0.159651       0.156425       0.281032E-02   0.415085E-03
   4.00000       0.159645       0.156417       0.281286E-02   0.414988E-03
   4.10000       0.159639       0.156408       0.281619E-02   0.414893E-03
   4.20000       0.159633       0.156401       0.281738E-02   0.414800E-03
   4.30000       0.159627       0.156394       0.281861E-02   0.414710E-03
   4.40000       0.159621       0.156388       0.281823E-02   0.414622E-03
   4.50000       0.159615       0.156379       0.282142E-02   0.414536E-03
   4.60000       0.159609       0.156377       0.281731E-02   0.414454E-03
   4.70000       0.159603       0.156372       0.281617E-02   0.414375E-03
   4.80000       0.159597       0.156369       0.281387E-02   0.414299E-03
   4.90000       0.159591       0.156363       0.281345E-02   0.414227E-03
   5.00000       0.159585       0.156358       0.281273E-02   0.414159E-03
   5.10000       0.159578       0.156353       0.281144E-02   0.414095E-03
   5.20000       0.159572       0.156349       0.280967E-02   0.414035E-03
   5.30000       0.159566       0.156343       0.280884E-02   0.413978E-03
   5.40000       0.159560       0.156337       0.280828E-02   0.413926E-03
   5.50000       0.159553       0.156331       0.280823E-02   0.413878E-03
   5.60000       0.159547       0.156323       0.280984E-02   0.413833E-03
   5.70000       0.159541       0.156314       0.281298E-02   0.413792E-03
   5.80000       0.159534       0.156309       0.281129E-02   0.413754E-03
   5.90000       0.159528       0.156303       0.281104E-02   0.413719E-03
   6.00000       0.159521       0.156296       0.281122E-02   0.413688E-03
   6.10000       0.159514       0.156289       0.281149E-02   0.413658E-03
   6.20000       0.159508       0.156286       0.280849E-02   0.413631E-03
   6.30000       0.159501       0.156281       0.280604E-02   0.413607E-03
   6.40000       0.159494       0.156277       0.280415E-02   0.413584E-03
   6.50000       0.159488       0.156270       0.280410E-02   0.413562E-03
   6.60000       0.159481       0.156263       0.280415E-02   0.413542E-03
   6.70000       0.159474       0.156259       0.280126E-02   0.413522E-03
   6.80000       0.159467       0.156253       0.280061E-02   0.413503E-03
   6.90000       0.159460       0.156250       0.279702E-02   0.413483E-03
   7.00000       0.159453       0.156245       0.279487E-02   0.413463E-03
   7.10000       0.159446       0.156242       0.279099E-02   0.413441E-03
   7.20000       0.159439       0.156236       0.279034E-02   0.413419E-03
   7.30000       0.159432       0.156231       0.278783E-02   0.413395E-03
   7.40000       0.159425       0.156229       0.278326E-02   0.413369E-03
   7.50000       0.159418       0.156224       0.278074E-02   0.413342E-03
   7.60000       0.159411       0.156221       0.277686E-02   0.413311E-03
   7.70000       0.159404       0.156214       0.277665E-02   0.413278E-03
   7.80000       0.159397       0.156208       0.277562E-02   0.413243E-03
   7.90000       0.159389       0.156203       0.277324E-02   0.413203E-03
   8.00000       0.159382       0.156193       0.277570E-02   0.413161E-03
   8.10000       0.159375       0.156184       0.277754E-02   0.413114E-03
   8.20000       0.159367       0.156175       0.277956E-02   0.413064E-03
   8.30000       0.159360       0.156167       0.277993E-02   0.413009E-03
   8.40000       0.159352       0.156160       0.277899E-02   0.412950E-03
   8.50000       0.159345       0.156154       0.277739E-02   0.412886E-03
   8.60000       0.159337       0.156147       0.277743E-02   0.412817E-03
   8.70000       0.159329       0.156141       0.277554E-02   0.412744E-03
   8.80000       0.159322       0.156132       0.277664E-02   0.412666E-03
   8.90000       0.159314       0.156124       0.277704E-02   0.412584E-03
   9.00000       0.159306       0.156116       0.277772E-02   0.412496E-03
   9.10000       0.159298       0.156111       0.277473E-02   0.412405E-03
   9.20000       0.159290       0.156101       0.277654E-02   0.412308E-03
   9.30000       0.159282       0.156094       0.277631E-02   0.412208E-03
   9.40000       0.159274       0.156084       0.277756E-02   0.412104E-03
   9.50000       0.159266       0.156078       0.277601E-02   0.411996E-03
   9.60000       0.159258       0.156070       0.277546E-02   0.411885E-03
   9.70000       0.159249       0.156061       0.277647E-02   0.411771E-03
   9.80000       0.159241       0.156054       0.277516E-02   0.411654E-03
   9.90000       0.159232       0.156046       0.277443E-02   0.411534E-03
   10.0000       0.159224       0.156039       0.277370E-02   0.411413E-03
   10.1000       0.159215       0.156031       0.277291E-02   0.411289E-03
   10.2000       0.159207       0.156022       0.277344E-02   0.411165E-03
   10.3000       0.159198       0.156011       0.277564E-02   0.411039E-03
   10.4000       0.159189       0.155999       0.277900E-02   0.410913E-03
   10.5000       0.159180       0.155988       0.278199E-02   0.410787E-03
   10.6000       0.159171       0.155974       0.278625E-02   0.410661E-03
